0
"question:  You have an Azure subscription named Subscription1. You sign in to the Azure portal and create a resource group named RG1. From Azure documentation, you have the following command that creates a virtual machine named VM1. az vm create --resource-group RG1 --name VM1 --image UbuntuLTS --generate-seh-keys You need to create VM1 in Subscription1 by using the command. Solution: From the Azure portal, launch Azure Cloud Shell and select Bash. Run the command in Cloud Shell. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
question:  Your company has several business units. Each business unit requires 20 different Azure resources for daily operation. All the business units require the same type of Azure resources. You need to recommend a solution to automate the creation of the Azure resources. What should you include in the recommendations?
correct answer:  Azure Resource Manager templates.
not correct answer:  Virtual machine scale sets.
not correct answer:  The Azure API Management service.
not correct answer:  Management groups.
question:  Which Azure service should you use to collect events from multiple resources into a centralized repository?
correct answer:  A Azure Event Hubs.
not correct answer:  Azure Analysis Services.
not correct answer:  Azure Monitor.
not correct answer:  Azure Stream Analytics.
"question:  You have an Azure environment. You need to create a new Azure virtual machine from a tablet that runs the Android operating system. Solution: You use PowerShell in Azure Cloud Shell, Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
question:  You have an Azure environment. You need to create a new Azure virtual machine from a tablet that runs the Android operating system. Solution: You use the PowerApps portal. Does this meet the goal?
not correct answer:  Yes.
correct answer:  No.
question:  You have an Azure environment. You need to create a new Azure virtual machine from a tablet that runs the Android operating system. Solution: You use the Azure portal. Does this meet the goal?
correct answer:  Yes.
not correct answer:  No.
"question:  Azure Databricks is an Apache Spark-based analytics service. Instructions: Review the underlined text. If it makes the statement correct, select ""No change is needed."" If the statement is incorrect, select the answer choice that makes the statement correct."
