header,review_text
What time-savings advantage is offered with the use of Amazon Rekognition ?, What time-savings advantage is offered with the use of Amazon Rekognition ?A . Amazon Rekognition provides automatic watermarking of imagesB . Amazon Rekognition provides automatic detection of objects appeanng m picturesC . Amazon Recognition provides the ability to resize millions of images automaticallyD . Amazon Rekognition uses Amazon Mechanical Turk to allow humans to...Continue reading 
Which AWS service can be used to automatically scale an application up and down without making capacity planning decisions?, Which AWS service can be used to automatically scale an application up and down without making capacity planning decisions?A . Amazon EBSB . Amazon RedshiftC . AWS CloudTrailD . AWS Lambda View Answer Answer: D... 
Amazon Relational Database Service (Amazon RDS) offers which of the following benefits over traditional database management?, Amazon Relational Database Service (Amazon RDS) offers which of the following benefits over traditional database management?A . AWS manages the data stored in Amazon RDS tables.B . AWS manages the maintenance of the operating system.C . AWS automatically scales up instance types on demand.D . AWS manages the database type. View Answer Answer: C...Continue reading 
Applying which AWS Cloud design principle will address the current design issue?, A company’s web application currently has light dependencies on underlying components so when one component fails the entire web application fails. Applying which AWS Cloud design principle will address the current design issue?A . Implementing elasticity enabling the application to scale up or scale down as demand changesB . Enabling several EC2 instances to...Continue reading 
Which of the following AWS programs can a customer take advantage of to achieve that outcome?, A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?A . AWS Partner Network Technology PartnersB . AWS MarketplaceC . AWS Partner Network Consulting...Continue reading 
"Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?"," Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?A . Amazon GlacierB . AWS Storage GatewayC . Amazon S3D . Amazon EBS View Answer Answer: C... "
Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?," Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?A . Implement automation.B . Design for agility.C . Design for failure.D . Implement elasticity. View Answer Answer: C Explanation: https: //www.slideshare.net/AmazonWebServices/best-practices-for-architecting-in-the-cloud-jeff-barr/10-Design_for_Failure_with_AWS ""Multi-AZ Application Deployment and Data replication""... "
Which service should a customer use to consolidate and centrally manage multiple AWS accounts?, Which service should a customer use to consolidate and centrally manage multiple AWS accounts?A . AWS IAMB . AWS OrganizationsC . AWS Schema Conversion ToolD . AWS Config View Answer Answer: B... 
How can a company reduce its Total Cost of Ownership (TCO) using AWS?, How can a company reduce its Total Cost of Ownership (TCO) using AWS?A . By minimizing large capital expendituresB . By having no responsibility for third-party license costsC . By having no operational expendituresD . By having AWS manage applications View Answer Answer: A... 
Which options does AWS make available for customers who want to learn about security in the cloud in an instructor-led setting? (Select TWO.)," Which options does AWS make available for customers who want to learn about security in the cloud in an instructor-led setting? (Select TWO.)A . AWS Trusted AdvisorB . AWS Online Tech TalksC . AWS BlogD . AWS ForumsE . AWS Classroom Training View Answer Answer: B,E... "
Which of the following will enhance the security of access to the AWS Management Console’? (Select TWO)," Which of the following will enhance the security of access to the AWS Management Console’? (Select TWO)A . AWS Secrets ManagerB . AWS Certificate ManagerC . AWS Multi-Factor Authentication (AWS MFA)D . Security groupsE . Password policies View Answer Answer: C,E... "
Which of the following features can be configured through the Amazon Virtual Private Cloud (Amazon VPC) Dashboard? (Select TWO.)," Which of the following features can be configured through the Amazon Virtual Private Cloud (Amazon VPC) Dashboard? (Select TWO.)A . Amazon CloudFront distributionsB . Amazon Route 53C . Security GroupsD . SubnetsE . Elastic Load Balancing View Answer Answer: C,D Explanation: Amazon Virtual Private Cloud (Amazon VPC) lets you provision a logically isolated section...Continue reading "
For which auditing process does AWS have sole responsibility?, For which auditing process does AWS have sole responsibility?A . AWS IAM policiesB . Physical securityC . Amazon S3 bucket policiesD . AWS CloudTrail Logs View Answer Answer: B... 
Which of the following are advantages of AWS consolidated billing? (Select TWO.)," Which of the following are advantages of AWS consolidated billing? (Select TWO.)A . The ability to receive one bill for multiple accountsB . Service limits increasing by default in all accountsC . A fixed discount on the monthly billD . Potential volume discounts, as usage in all accounts is combinedE . The automatic extension...Continue reading "
Which of the following common IT tasks can AWS cover to free up company IT resources? (Select TWO.)," Which of the following common IT tasks can AWS cover to free up company IT resources? (Select TWO.)A . Patching databases softwareB . Testing application releasesC . Backing up databasesD . Creating database schemaE . Running penetration tests View Answer Answer: A,C... "
